bookID	title	author	Year-Of-Publication	bookID_encoded	fiction	non-fiction	mystery	thriller	romance	science fiction	fantasy	historical fiction	biography	autobiography	history	science	technology	health	cooking	travel	poetry	drama	children's literature	young adult	crime	horror	comedy	adventure
0440234743	The Testament	John Grisham	1999	239	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0452264464	Beloved (Plume Contemporary Fiction)	Toni Morrison	1994	310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0971880107	Wild Animus	Rich Shapero	2004	449	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0345402871	Airframe	Michael Crichton	1997	117	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0345417623	Timeline	MICHAEL CRICHTON	2000	122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0446310786	To Kill a Mockingbird	Harper Lee	1988	252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0449005615	Seabiscuit: An American Legend	LAURA HILLENBRAND	2002	284	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0553582747	From the Corner of His Eye	Dean Koontz	2001	358	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0425182908	Isle of Dogs	Patricia Cornwell	2002	213	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
0440225701	The Street Lawyer	JOHN GRISHAM	1999	236	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0804106304	The Joy Luck Club	Amy Tan	1994	434	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0140067477	The Tao of Pooh	Benjamin Hoff	1983	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0345465083	Seabiscuit	LAURA HILLENBRAND	2003	131	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0316769487	The Catcher in the Rye	J.D. Salinger	1991	85	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0679429220	Midnight in the Garden of Good and Evil: A Savannah Story	John Berendt	1994	391	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0671867156	Pretend You Don't See Her	Mary Higgins Clark	1998	390	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0451166892	The Pillars of the Earth	Ken Follett	1996	295	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0786868716	The Five People You Meet in Heaven	Mitch Albom	2003	428	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0446612545	The Beach House	James Patterson	2003	278	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0671027360	Angels &amp; Demons	Dan Brown	2001	376	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0671042858	The Girl Who Loved Tom Gordon	Stephen King	2000	382	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0060976845	Little Altars Everywhere: A Novel	Rebecca Wells	1996	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0671004573	Before I Say Good-Bye	Mary Higgins Clark	2001	369	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
038572179X	Atonement : A Novel	IAN MCEWAN	2003	191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0330332775	Bridget Jones's Diary	Helen Fielding	1997	93	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0060977493	The God of Small Things	Arundhati Roy	1998	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0316602906	The Big Bad Wolf: A Novel	James Patterson	2003	81	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0316693006	Four Blind Mice	James Patterson	2002	83	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0345378490	Congo	Michael Crichton	1995	110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0375705856	Plainsong (Vintage Contemporaries)	KENT HARUF	2000	142	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0380718332	All That Remains (Kay Scarpetta Mysteries (Paperback))	Patricia D. Cornwell	1993	153	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0385497466	The Brethren	JOHN GRISHAM	2000	179	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0385508042	The King of Torts	John Grisham	2003	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0385511612	Bleachers	John Grisham	2003	186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0385730586	Sisterhood of the Traveling Pants	ANN BRASHARES	2003	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0446605484	Roses Are Red (Alex Cross Novels)	James Patterson	2001	264	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0446610399	The Rescue	Nicholas Sparks	2001	275	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0449006522	Manhattan Hunt Club	JOHN SAUL	2002	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0452282152	Girl with a Pearl Earring	Tracy Chevalier	2001	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0671027387	Deception Point	Dan Brown	2002	377	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0684848783	Tis : A Memoir	Frank McCourt	1999	403	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155874262X	Chicken Soup for the Soul (Chicken Soup for the Soul)	Jack Canfield	1993	454	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0060987103	Wicked: The Life and Times of the Wicked Witch of the West	Gregory Maguire	1996	23	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0151008116	Life of Pi	Yann Martel	2002	52	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0525947647	Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right	Al Franken	2003	327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0804111359	Secret History	DONNA TARTT	1993	437	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1558744150	Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))	Jack Canfield	1996	456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0451526341	Animal Farm	George Orwell	2004	308	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0684833395	Catch 22	Joseph Heller	1996	400	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
044023722X	A Painted House	John Grisham	2001	243	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0380730138	Vinegar Hill (Oprah's Book Club (Paperback))	A. Manette Ansay	1998	155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0142001740	The Secret Life of Bees	Sue Monk Kidd	2003	49	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0312995423	Digital Fortress : A Thriller	Dan Brown	2003	76	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0515128554	Heart of the Sea (Irish Trilogy)	Nora Roberts	2000	318	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
0156528207	The Little Prince	Antoine de Saint-Exup̩ry	1968	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0380012863	Jonathan Livingston Seagull	Richard Bach	1976	150	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0671867113	Moonlight Becomes You	Mary Higgins Clark	1997	389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0060173289	Divine Secrets of the Ya-Ya Sisterhood : A Novel	Rebecca Wells	1996	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
006101351X	The Perfect Storm : A True Story of Men Against the Sea	Sebastian Junger	1998	28	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0316666343	The Lovely Bones: A Novel	Alice Sebold	2002	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0440224675	Hannibal	Thomas Harris	2000	235	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
1878424319	The Four Agreements: A Practical Guide to Personal Freedom	Don Miguel Ruiz	1997	466	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
044021145X	The Firm	John Grisham	1992	222	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0345424719	A Widow for One Year	JOHN IRVING	1999	123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0375726403	Empire Falls	Richard Russo	2002	146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0440226104	Black and Blue	ANNA QUINDLEN	1999	237	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0671021001	She's Come Undone (Oprah's Book Club)	Wally Lamb	1998	372	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0805063897	Nickel and Dimed: On (Not) Getting By in America	Barbara Ehrenreich	2002	440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0842329129	Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)	Tim Lahaye	1996	443	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0060915544	The Bean Trees	Barbara Kingsolver	1989	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0060932759	Daughter of Fortune	Isabel Allende	2000	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0312195516	The Red Tent (Bestselling Backlist)	Anita Diamant	1998	55	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0312278586	The Nanny Diaries: A Novel	Emma McLaughlin	2002	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0380710218	Postmortem	Patricia Daniels Cornwell	1993	152	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0385721420	Three Junes	JULIA GLASS	2003	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0451202341	Back Roads	Tawni O'Dell	2001	304	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0449907481	A Thousand Acres (Ballantine Reader's Circle)	JANE SMILEY	1992	291	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
080213825X	Four Blondes	Candace Bushnell	2001	432	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0385424728	The Chamber	John Grisham	1994	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0385472951	The Partner	John Grisham	1997	172	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0425182878	Chosen Prey	John Sandford	2004	212	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
055356451X	Night Sins	TAMI HOAG	1995	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
0345313860	The Vampire Lestat (Vampire Chronicles, Book II)	ANNE RICE	1986	94	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0345369947	The Mummy or Ramses the Damned	Anne Rice	1991	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0446394521	Daisy Fay and the Miracle Man	Fannie Flagg	1992	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
068484267X	Angela's Ashes: A Memoir	Frank McCourt	1999	401	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0060938455	Fast Food Nation: The Dark Side of the All-American Meal	Eric Schlosser	2002	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0061009059	One for the Money (Stephanie Plum Novels (Paperback))	Janet Evanovich	1995	27	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0446364193	Along Came a Spider (Alex Cross Novels)	James Patterson	1993	254	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0399144463	Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life	Spencer Johnson	1998	196	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0446672211	Where the Heart Is (Oprah's Book Club (Paperback))	Billie Letts	1998	281	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0140293248	The Girls' Guide to Hunting and Fishing	Melissa Bank	2000	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0142000205	Icy Sparks	Gwyn Hyman Rubio	2001	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0385504209	The Da Vinci Code	Dan Brown	2003	181	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0670892963	Bridget Jones : The Edge of Reason	Helen Fielding	2000	364	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0316789089	The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))	Anita Shreve	1999	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0385505833	Skipping Christmas	JOHN GRISHAM	2001	182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
0743206045	Daddy's Little Girl	Mary Higgins Clark	2002	411	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0446531332	Nights in Rodanthe	Nicholas Sparks	2002	258	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0385420161	Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies	Laura Esquivel	1992	169	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0345339711	The Two Towers (The Lord of the Rings, Part 2)	J.R.R. TOLKIEN	1986	98	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0316969443	Suzanne's Diary for Nicholas	James Patterson	2001	92	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0316693200	2nd Chance	James Patterson	2002	84	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0064407667	The Bad Beginning (A Series of Unfortunate Events, Book 1)	Lemony Snicket	1999	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0316776963	Me Talk Pretty One Day	David Sedaris	2001	86	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1573229571	About a Boy (Movie Tie-In)	Nick Hornby	2002	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
0743211383	Dreamcatcher	Stephen King	2001	413	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0345391802	The Hitchhiker's Guide to the Galaxy	Douglas Adams	1995	116	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0440219078	The Giver (21st Century Reference)	LOIS LOWRY	1994	228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
